Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,newCountry
Germany,Freital,50,Good,1,Good,27,Good,4,Good,50,Good,Germany
Brazil,Gameleira,38,Good,0,Good,16,Good,3,Good,38,Good,Brazil
Italy,Gemona,89,Moderate,1,Good,36,Good,2,Good,89,Moderate,Italy
Philippines,General Mamerto Natividad,95,Moderate,1,Good,31,Good,1,Good,95,Moderate,Philippines
United States of America,Holyoke,28,Good,1,Good,27,Good,5,Good,28,Good,United States of America
Mexico,Huatabampo,58,Moderate,1,Good,25,Good,1,Good,58,Moderate,Mexico
India,Hubli,50,Good,0,Good,23,Good,0,Good,50,Good,India
Brazil,Icara,53,Moderate,2,Good,8,Good,6,Good,53,Moderate,Brazil
United Republic of Tanzania,Igunga,21,Good,0,Good,15,Good,0,Good,21,Good,United Republic of Tanzania
United States of America,Coos Bay,34,Good,1,Good,27,Good,2,Good,34,Good,United States of America
United States of America,Crestline,77,Moderate,2,Good,12,Good,19,Good,77,Moderate,United States of America
United States of America,Crestview,59,Moderate,2,Good,35,Good,6,Good,59,Moderate,United States of America
United States of America,Cross Lanes,77,Moderate,2,Good,9,Good,25,Good,77,Moderate,United States of America
Italy,Cutro,61,Moderate,1,Good,43,Good,0,Good,61,Moderate,Italy
Spain,Illescas,59,Moderate,1,Good,22,Good,5,Good,59,Moderate,Spain
Italy,Induno Olona,66,Moderate,1,Good,35,Good,2,Good,66,Moderate,Italy
Japan,Ishii,33,Good,1,Good,33,Good,2,Good,17,Good,Japan
Germany,Issum,51,Moderate,1,Good,20,Good,8,Good,51,Moderate,Germany
Brazil,Itapaci,41,Good,1,Good,8,Good,1,Good,41,Good,Brazil
India,Jejuri,100,Unhealthy for Sensitive Groups,1,Good,29,Good,1,Good,100,Unhealthy for Sensitive Groups,India
Indonesia,Jember,46,Good,1,Good,27,Good,0,Good,46,Good,Indonesia
China,Jiaxing,130,Unhealthy for Sensitive Groups,3,Good,34,Good,11,Good,130,Unhealthy for Sensitive Groups,China
China,Jiutai,86,Moderate,2,Good,84,Moderate,1,Good,86,Moderate,China
Brazil,Juruti,25,Good,0,Good,7,Good,0,Good,25,Good,Brazil
Russian Federation,Kameshkovo,58,Moderate,1,Good,25,Good,5,Good,58,Moderate,Russian Federation
Pakistan,Kamoke,167,Unhealthy,3,Good,167,Unhealthy,1,Good,165,Unhealthy,Pakistan
United States of America,Fort Thomas,69,Moderate,2,Good,32,Good,13,Good,69,Moderate,United States of America
Japan,Fujinomiya,45,Good,1,Good,38,Good,1,Good,45,Good,Japan
Albania,Fushe Kruje,74,Moderate,1,Good,41,Good,1,Good,74,Moderate,Albania
India,Gadwal,81,Moderate,1,Good,44,Good,1,Good,81,Moderate,India
Portugal,Gafanha Da Nazare,35,Good,1,Good,35,Good,1,Good,21,Good,Portugal
United States of America,Galveston,30,Good,1,Good,27,Good,1,Good,30,Good,United States of America
Japan,Gamagori,42,Good,1,Good,32,Good,2,Good,42,Good,Japan
Bangladesh,Gaurnadi,52,Moderate,1,Good,28,Good,1,Good,52,Moderate,Bangladesh
Pakistan,Gharo,150,Unhealthy,1,Good,31,Good,1,Good,150,Unhealthy,Pakistan
Turkey,Giresun,37,Good,1,Good,37,Good,0,Good,23,Good,Turkey
Philippines,Hinatuan,33,Good,1,Good,18,Good,0,Good,33,Good,Philippines
United States of America,Hudson,55,Moderate,1,Good,29,Good,6,Good,55,Moderate,United States of America
Germany,Idar Oberstein,63,Moderate,1,Good,31,Good,4,Good,63,Moderate,Germany
Belize,Dangriga,22,Good,1,Good,22,Good,0,Good,19,Good,Belize
Brazil,Demerval Lobao,49,Good,1,Good,8,Good,2,Good,49,Good,Brazil
China,Deqing,178,Unhealthy,4,Good,178,Unhealthy,5,Good,116,Unhealthy for Sensitive Groups,China
Haiti,Dessalines,74,Moderate,2,Good,24,Good,3,Good,74,Moderate,Haiti
India,Dhanaula,326,Hazardous,3,Good,78,Moderate,7,Good,326,Hazardous,India
India,Didwana,500,Hazardous,1,Good,37,Good,0,Good,334,Hazardous,India
Iran (Islamic Republic of),Do Rud,82,Moderate,0,Good,42,Good,0,Good,82,Moderate,Iran (Islamic Republic of)
Bosnia and Herzegovina,Doboj,74,Moderate,1,Good,34,Good,1,Good,74,Moderate,Bosnia and Herzegovina
Sweden,Gavle,28,Good,1,Good,28,Good,0,Good,14,Good,Sweden
Russian Federation,Gay,41,Good,1,Good,41,Good,0,Good,17,Good,Russian Federation
France,Gentilly,31,Good,1,Good,28,Good,2,Good,31,Good,France
India,Ghatsila,172,Unhealthy,1,Good,71,Moderate,0,Good,172,Unhealthy,India
France,Drancy,38,Good,1,Good,26,Good,3,Good,38,Good,France
United States of America,Duluth,51,Moderate,1,Good,37,Good,2,Good,51,Moderate,United States of America
United Kingdom of Great Britain and Northern Ireland,Dumbarton,24,Good,1,Good,24,Good,4,Good,23,Good,United Kingdom of Great Britain and Northern Ireland
United States of America,East Renton Highlands,64,Moderate,2,Good,13,Good,17,Good,64,Moderate,United States of America
Hungary,Edeleny,57,Moderate,1,Good,36,Good,1,Good,57,Moderate,Hungary
,Edgewood,49,Good,1,Good,34,Good,4,Good,49,Good,Edgewood
Canada,Edmonton,49,Good,1,Good,12,Good,11,Good,49,Good,Canada
Nigeria,Ejigbo,102,Unhealthy for Sensitive Groups,4,Good,22,Good,2,Good,102,Unhealthy for Sensitive Groups,Nigeria
Guatemala,El Tejar,96,Moderate,3,Good,7,Good,12,Good,96,Moderate,Guatemala
Russian Federation,Elektrostal,41,Good,1,Good,32,Good,6,Good,41,Good,Russian Federation
Germany,Erkner,31,Good,0,Good,28,Good,2,Good,31,Good,Germany
India,Fazilka,500,Hazardous,1,Good,47,Good,1,Good,450,Hazardous,India
Peru,Ferrenafe,34,Good,0,Good,19,Good,1,Good,34,Good,Peru
France,Flers,30,Good,1,Good,30,Good,2,Good,22,Good,France
Colombia,Fonseca,82,Moderate,1,Good,9,Good,2,Good,82,Moderate,Colombia
United States of America,San Dimas,116,Unhealthy for Sensitive Groups,3,Good,8,Good,28,Good,116,Unhealthy for Sensitive Groups,United States of America
Guatemala,San Mateo Ixtatan,48,Good,1,Good,8,Good,3,Good,48,Good,Guatemala
Italy,San Remo,39,Good,1,Good,39,Good,1,Good,34,Good,Italy
Philippines,Santa Elena,30,Good,1,Good,30,Good,0,Good,27,Good,Philippines
Brazil,Santo Andre,128,Unhealthy for Sensitive Groups,4,Good,2,Good,12,Good,128,Unhealthy for Sensitive Groups,Brazil
Brazil,Santo Antonio De Jesus,52,Moderate,1,Good,7,Good,4,Good,52,Moderate,Brazil
Portugal,Sao Domingos De Rana,29,Good,1,Good,28,Good,8,Good,29,Good,Portugal
Brazil,Sao Simao,50,Good,1,Good,4,Good,2,Good,50,Good,Brazil
Belgium,Rotselaar,51,Moderate,1,Good,28,Good,6,Good,51,Moderate,Belgium
India,Rusera,115,Unhealthy for Sensitive Groups,3,Good,57,Moderate,2,Good,115,Unhealthy for Sensitive Groups,India
Germany,Russelsheim,71,Moderate,2,Good,36,Good,5,Good,71,Moderate,Germany
Thailand,Sadao,58,Moderate,1,Good,28,Good,0,Good,58,Moderate,Thailand
France,Saint Herblain,57,Moderate,1,Good,22,Good,4,Good,57,Moderate,France
France,Saint Medard En Jalles,35,Good,1,Good,31,Good,2,Good,35,Good,France
Japan,Sakaide,57,Moderate,2,Good,36,Good,4,Good,57,Moderate,Japan
Russian Federation,Solnechnogorsk,47,Good,1,Good,26,Good,2,Good,47,Good,Russian Federation
Italy,Somma Lombardo,68,Moderate,1,Good,30,Good,4,Good,68,Moderate,Italy
Russian Federation,Sosva,33,Good,1,Good,32,Good,0,Good,33,Good,Russian Federation
United States of America,Spokane,67,Moderate,1,Good,33,Good,2,Good,67,Moderate,United States of America
Pakistan,Sujawal,150,Unhealthy,1,Good,36,Good,0,Good,150,Unhealthy,Pakistan
South Africa,Sundumbili,153,Unhealthy,6,Good,25,Good,6,Good,153,Unhealthy,South Africa
Philippines,Morong,53,Moderate,1,Good,25,Good,1,Good,53,Moderate,Philippines
Colombia,Mosquera,95,Moderate,3,Good,7,Good,10,Good,95,Moderate,Colombia
India,Mungaoli,157,Unhealthy,1,Good,34,Good,0,Good,157,Unhealthy,India
Japan,Murakami,42,Good,1,Good,42,Good,0,Good,29,Good,Japan
India,Murud,101,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,101,Unhealthy for Sensitive Groups,India
Democratic Republic of the Congo,Mushie,184,Unhealthy,9,Good,31,Good,3,Good,184,Unhealthy,Democratic Republic of the Congo
Chile,Nacimiento,42,Good,1,Good,15,Good,4,Good,42,Good,Chile
Japan,Nakajo,42,Good,1,Good,42,Good,0,Good,28,Good,Japan
Thailand,Nan,38,Good,0,Good,23,Good,0,Good,38,Good,Thailand
India,Nanpara,177,Unhealthy,4,Good,177,Unhealthy,1,Good,177,Unhealthy,India
Ecuador,Naranjito,59,Moderate,1,Good,14,Good,5,Good,59,Moderate,Ecuador
,Narvik,29,Good,1,Good,29,Good,0,Good,6,Good,Narvik
India,Nayagarh,160,Unhealthy,1,Good,49,Good,0,Good,160,Unhealthy,India
Serbia,Negotin,78,Moderate,1,Good,36,Good,3,Good,78,Moderate,Serbia
Japan,Nemuro,35,Good,1,Good,35,Good,0,Good,32,Good,Japan
India,Nerkunram,154,Unhealthy,2,Good,32,Good,2,Good,154,Unhealthy,India
Germany,Neunkirchen,29,Good,0,Good,27,Good,1,Good,29,Good,Germany
Canada,New Glasgow,49,Good,1,Good,49,Good,0,Good,47,Good,Canada
Brazil,Nossa Senhora Das Dores,27,Good,0,Good,16,Good,1,Good,27,Good,Brazil
Brazil,Nova Cruz,35,Good,0,Good,21,Good,1,Good,35,Good,Brazil
Nigeria,Offa,106,Unhealthy for Sensitive Groups,4,Good,25,Good,2,Good,106,Unhealthy for Sensitive Groups,Nigeria
Spain,Oleiros,36,Good,0,Good,28,Good,2,Good,36,Good,Spain
Colombia,Supia,82,Moderate,3,Good,2,Good,6,Good,82,Moderate,Colombia
India,Suratgarh,500,Hazardous,1,Good,41,Good,0,Good,474,Hazardous,India
India,Surendranagar,154,Unhealthy,0,Good,39,Good,0,Good,154,Unhealthy,India
Ukraine,Svalyava,61,Moderate,1,Good,26,Good,2,Good,61,Moderate,Ukraine
Republic of North Macedonia,Sveti Nikole,51,Moderate,1,Good,41,Good,0,Good,51,Moderate,Republic of North Macedonia
Bulgaria,Svilengrad,31,Good,1,Good,29,Good,3,Good,31,Good,Bulgaria
Poland,Swarzedz,29,Good,1,Good,27,Good,2,Good,29,Good,Poland
Kyrgyzstan,Talas,62,Moderate,0,Good,42,Good,0,Good,62,Moderate,Kyrgyzstan
Japan,Tamano,47,Good,1,Good,47,Good,1,Good,23,Good,Japan
Indonesia,Tambun,147,Unhealthy for Sensitive Groups,3,Good,147,Unhealthy for Sensitive Groups,1,Good,128,Unhealthy for Sensitive Groups,Indonesia
Malaysia,Tampin,64,Moderate,1,Good,37,Good,0,Good,64,Moderate,Malaysia
India,Tanakpur,117,Unhealthy for Sensitive Groups,2,Good,117,Unhealthy for Sensitive Groups,0,Good,98,Moderate,India
Pakistan,Tando Muhammad Khan,175,Unhealthy,1,Good,47,Good,0,Good,175,Unhealthy,Pakistan
Kazakhstan,Taraz,68,Moderate,1,Good,51,Moderate,0,Good,68,Moderate,Kazakhstan
Italy,Terrasini,46,Good,1,Good,46,Good,1,Good,41,Good,Italy
India,Thanesar,233,Very Unhealthy,3,Good,172,Unhealthy,2,Good,233,Very Unhealthy,India
India,Thanjavur,61,Moderate,1,Good,31,Good,0,Good,61,Moderate,India
Thailand,Thanyaburi,64,Moderate,1,Good,29,Good,1,Good,64,Moderate,Thailand
United States of America,Tifton,85,Moderate,2,Good,8,Good,9,Good,85,Moderate,United States of America
Botswana,Maun,30,Good,0,Good,14,Good,0,Good,30,Good,Botswana
Germany,Mengen,50,Good,1,Good,24,Good,3,Good,50,Good,Germany
United States of America,Middle Valley,56,Moderate,2,Good,44,Good,3,Good,56,Moderate,United States of America
India,Minjur,139,Unhealthy for Sensitive Groups,2,Good,29,Good,3,Good,139,Unhealthy for Sensitive Groups,India
Belarus,Minsk,35,Good,1,Good,27,Good,3,Good,35,Good,Belarus
Spain,Miranda De Ebro,34,Good,0,Good,34,Good,0,Good,30,Good,Spain
India,Mirik,51,Moderate,2,Good,40,Good,0,Good,51,Moderate,India
Russian Federation,Mirnyy,27,Good,1,Good,27,Good,0,Good,10,Good,Russian Federation
Nigeria,Modakeke,170,Unhealthy,8,Good,8,Good,8,Good,170,Unhealthy,Nigeria
Mexico,Momoxpan,152,Unhealthy,3,Good,7,Good,11,Good,152,Unhealthy,Mexico
Liberia,Monrovia,60,Moderate,1,Good,17,Good,0,Good,60,Moderate,Liberia
Italy,Monte San Pietro,39,Good,1,Good,39,Good,1,Good,18,Good,Italy
France,Montreuil,30,Good,1,Good,28,Good,2,Good,30,Good,France
,Vila Real De Santo Antonio,32,Good,0,Good,32,Good,1,Good,15,Good,Vila Real De Santo Antonio
France,Villeneuve La Garenne,31,Good,1,Good,28,Good,2,Good,31,Good,France
Germany,Vilshofen,54,Moderate,1,Good,29,Good,3,Good,54,Moderate,Germany
Republic of North Macedonia,Vinica,46,Good,1,Good,41,Good,0,Good,46,Good,Republic of North Macedonia
Italy,Virgilio,79,Moderate,2,Good,30,Good,7,Good,79,Moderate,Italy
Brazil,Vitoria De Santo Antao,46,Good,1,Good,18,Good,3,Good,46,Good,Brazil
Togo,Vogan,108,Unhealthy for Sensitive Groups,2,Good,20,Good,2,Good,108,Unhealthy for Sensitive Groups,Togo
Netherlands,Voorschoten,36,Good,0,Good,36,Good,1,Good,28,Good,Netherlands
,Vung Tau,115,Unhealthy for Sensitive Groups,2,Good,47,Good,1,Good,115,Unhealthy for Sensitive Groups,Vung Tau
India,Wadi,74,Moderate,0,Good,24,Good,0,Good,74,Moderate,India
Poland,Wagrowiec,30,Good,1,Good,30,Good,1,Good,28,Good,Poland
United States of America,Wanaque,58,Moderate,1,Good,27,Good,9,Good,58,Moderate,United States of America
United States of America,Waterville,38,Good,1,Good,38,Good,2,Good,30,Good,United States of America
Indonesia,Wates,73,Moderate,1,Good,39,Good,0,Good,73,Moderate,Indonesia
Belgium,Tournai,38,Good,1,Good,26,Good,3,Good,38,Good,Belgium
United States of America,Trussville,80,Moderate,1,Good,18,Good,9,Good,80,Moderate,United States of America
Poland,Trzebinia,61,Moderate,1,Good,33,Good,4,Good,61,Moderate,Poland
Japan,Tsuruoka,39,Good,1,Good,39,Good,0,Good,28,Good,Japan
Colombia,Tumaco,20,Good,1,Good,20,Good,0,Good,18,Good,Colombia
Colombia,Turbaco,94,Moderate,1,Good,22,Good,1,Good,94,Moderate,Colombia
United States of America,Tyler,48,Good,1,Good,23,Good,3,Good,48,Good,United States of America
Sudan,Umm Kaddadah,85,Moderate,1,Good,18,Good,1,Good,85,Moderate,Sudan
,Umm Lajj,67,Moderate,1,Good,37,Good,1,Good,67,Moderate,Umm Lajj
Sweden,Upplands Vasby,31,Good,1,Good,31,Good,0,Good,9,Good,Sweden
Colombia,Urrao,72,Moderate,2,Good,3,Good,6,Good,72,Moderate,Colombia
Brazil,Valenca Do Piaui,21,Good,0,Good,15,Good,0,Good,21,Good,Brazil
Colombia,Valledupar,65,Moderate,1,Good,18,Good,0,Good,65,Moderate,Colombia
Philippines,Vallehermoso,51,Moderate,1,Good,22,Good,0,Good,51,Moderate,Philippines
Italy,Valmadrera,61,Moderate,1,Good,23,Good,4,Good,61,Moderate,Italy
Italy,Venafro,44,Good,1,Good,44,Good,1,Good,34,Good,Italy
Brazil,Veranopolis,16,Good,1,Good,16,Good,1,Good,15,Good,Brazil
Russian Federation,Vereshchagino,37,Good,1,Good,26,Good,1,Good,37,Good,Russian Federation
India,Thakurdwara,235,Very Unhealthy,4,Good,203,Very Unhealthy,3,Good,235,Very Unhealthy,India
Hungary,Tiszakecske,67,Moderate,1,Good,31,Good,1,Good,67,Moderate,Hungary
Japan,Togane,50,Good,1,Good,50,Good,0,Good,22,Good,Japan
United States of America,Tolland,50,Good,1,Good,32,Good,5,Good,50,Good,United States of America
United States of America,Laplace,99,Moderate,2,Good,18,Good,8,Good,99,Moderate,United States of America
Brazil,Laranjeiras,44,Good,1,Good,15,Good,2,Good,44,Good,Brazil
United States of America,Leawood,70,Moderate,2,Good,26,Good,10,Good,70,Moderate,United States of America
Italy,Licata,54,Moderate,1,Good,46,Good,0,Good,54,Moderate,Italy
China,Liling,106,Unhealthy for Sensitive Groups,3,Good,53,Moderate,6,Good,106,Unhealthy for Sensitive Groups,China
India,Limbdi,159,Unhealthy,1,Good,39,Good,0,Good,159,Unhealthy,India
Canada,Lindsay,36,Good,1,Good,36,Good,1,Good,36,Good,Canada
India,Lingsugur,97,Moderate,0,Good,29,Good,0,Good,97,Moderate,India
Senegal,Linguere,152,Unhealthy,1,Good,23,Good,1,Good,152,Unhealthy,Senegal
Australia,Lithgow,23,Good,0,Good,23,Good,1,Good,13,Good,Australia
France,Livry Gargan,51,Moderate,1,Good,21,Good,5,Good,51,Moderate,France
Russian Federation,Lodeynoye Pole,35,Good,1,Good,35,Good,0,Good,18,Good,Russian Federation
United States of America,Logan,57,Moderate,2,Good,3,Good,9,Good,57,Moderate,United States of America
France,Longjumeau,53,Moderate,1,Good,18,Good,6,Good,53,Moderate,France
France,Loos,38,Good,1,Good,23,Good,3,Good,38,Good,France
Ukraine,Lozova,58,Moderate,1,Good,37,Good,1,Good,58,Moderate,Ukraine
Indonesia,Lumajang,42,Good,1,Good,26,Good,0,Good,42,Good,Indonesia
Zambia,Lundazi,42,Good,1,Good,21,Good,0,Good,42,Good,Zambia
India,Maghar,380,Hazardous,3,Good,148,Unhealthy for Sensitive Groups,1,Good,327,Hazardous,India
India,Makhu,425,Hazardous,1,Good,93,Moderate,1,Good,379,Hazardous,India
Nigeria,Malumfashi,94,Moderate,3,Good,36,Good,0,Good,94,Moderate,Nigeria
,Mamoudzou,25,Good,0,Good,25,Good,0,Good,15,Good,Mamoudzou
United States of America,Manhattan Beach,97,Moderate,3,Good,14,Good,33,Good,97,Moderate,United States of America
India,Manjeri,67,Moderate,1,Good,24,Good,1,Good,67,Moderate,India
United States of America,Manville,61,Moderate,1,Good,45,Good,4,Good,61,Moderate,United States of America
United States of America,Maple Shade,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,United States of America
Brazil,Maravilha,27,Good,1,Good,11,Good,1,Good,27,Good,Brazil
Iran (Islamic Republic of),Khorramshahr,152,Unhealthy,2,Good,129,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy,Iran (Islamic Republic of)
Malaysia,Klang,57,Moderate,1,Good,34,Good,1,Good,57,Moderate,Malaysia
United Republic of Tanzania,Kondoa,32,Good,0,Good,16,Good,0,Good,32,Good,United Republic of Tanzania
Croatia,Koprivnica,47,Good,1,Good,33,Good,1,Good,47,Good,Croatia
Japan,Koriyama,43,Good,1,Good,43,Good,1,Good,26,Good,Japan
Belgium,Kortemark,39,Good,1,Good,25,Good,3,Good,39,Good,Belgium
Poland,Koscierzyna,36,Good,0,Good,36,Good,0,Good,29,Good,Poland
Malaysia,Kota Tinggi,129,Unhealthy for Sensitive Groups,1,Good,52,Moderate,2,Good,129,Unhealthy for Sensitive Groups,Malaysia
India,Kandla,162,Unhealthy,0,Good,29,Good,0,Good,162,Unhealthy,India
Malaysia,Kapit,38,Good,2,Good,14,Good,0,Good,38,Good,Malaysia
India,Kapurthala,292,Very Unhealthy,2,Good,140,Unhealthy for Sensitive Groups,1,Good,292,Very Unhealthy,India
Croatia,Karlovac,31,Good,1,Good,31,Good,1,Good,28,Good,Croatia
Uzbekistan,Karmana,154,Unhealthy,1,Good,41,Good,0,Good,154,Unhealthy,Uzbekistan
Nigeria,Kaura Namoda,84,Moderate,2,Good,34,Good,0,Good,84,Moderate,Nigeria
United Republic of Tanzania,Kayanga,55,Moderate,1,Good,14,Good,0,Good,55,Moderate,United Republic of Tanzania
Malaysia,Keningau,55,Moderate,1,Good,23,Good,0,Good,55,Moderate,Malaysia
Bangladesh,Khagrachari,57,Moderate,1,Good,37,Good,0,Good,57,Moderate,Bangladesh
India,Khairabad,500,Hazardous,1,Good,56,Moderate,1,Good,403,Hazardous,India
,Khalkis,56,Moderate,1,Good,45,Good,0,Good,56,Moderate,Khalkis
Thailand,Khanu Woralaksaburi,46,Good,0,Good,20,Good,0,Good,46,Good,Thailand
Albania,Kruje,51,Moderate,1,Good,49,Good,0,Good,51,Moderate,Albania
India,Kuju,199,Unhealthy,1,Good,56,Moderate,1,Good,199,Unhealthy,India
Ghana,Kumasi,79,Moderate,1,Good,18,Good,0,Good,79,Moderate,Ghana
Russian Federation,Kursk,64,Moderate,1,Good,34,Good,1,Good,64,Moderate,Russian Federation
Colombia,La Ceja,96,Moderate,3,Good,2,Good,6,Good,96,Moderate,Colombia
Ecuador,La Mana,71,Moderate,2,Good,3,Good,7,Good,71,Moderate,Ecuador
United States of America,Lacey,30,Good,1,Good,30,Good,3,Good,21,Good,United States of America
Mexico,Tecamachalco,82,Moderate,1,Good,30,Good,1,Good,82,Moderate,Mexico
Burkina Faso,Tenkodogo,54,Moderate,1,Good,27,Good,0,Good,54,Moderate,Burkina Faso
Thailand,That Phanom,60,Moderate,2,Good,14,Good,2,Good,60,Moderate,Thailand
United States of America,Thibodaux,26,Good,0,Good,26,Good,0,Good,17,Good,United States of America
Romania,Titu,54,Moderate,1,Good,45,Good,0,Good,54,Moderate,Romania
Japan,Toda,83,Moderate,1,Good,28,Good,18,Good,83,Moderate,Japan
Chile,Tome,168,Unhealthy,4,Good,11,Good,8,Good,168,Unhealthy,Chile
Botswana,Tonota,30,Good,0,Good,30,Good,0,Good,24,Good,Botswana
Greece,Triandria,69,Moderate,1,Good,56,Moderate,0,Good,69,Moderate,Greece
Czechia,Trinec,72,Moderate,1,Good,46,Good,0,Good,72,Moderate,Czechia
Poland,Trzcianka,42,Good,1,Good,42,Good,0,Good,22,Good,Poland
Russian Federation,Tsivilsk,38,Good,1,Good,32,Good,2,Good,38,Good,Russian Federation
Colombia,Tuquerres,24,Good,0,Good,10,Good,0,Good,24,Good,Colombia
India,Uchana,166,Unhealthy,4,Good,66,Moderate,9,Good,166,Unhealthy,India
India,Ulundurpettai,103,Unhealthy for Sensitive Groups,2,Good,26,Good,12,Good,103,Unhealthy for Sensitive Groups,India
United States of America,University Place,44,Good,1,Good,32,Good,4,Good,44,Good,United States of America
Russian Federation,Ust Kut,59,Moderate,1,Good,16,Good,1,Good,59,Moderate,Russian Federation
South Sudan,Uwayl,84,Moderate,1,Good,11,Good,0,Good,84,Moderate,South Sudan
Sweden,Varnamo,40,Good,1,Good,40,Good,0,Good,9,Good,Sweden
Sweden,Vasteras,35,Good,1,Good,35,Good,0,Good,14,Good,Sweden
Netherlands,Veendam,37,Good,0,Good,37,Good,0,Good,33,Good,Netherlands
Turkey,Vezirkopru,42,Good,1,Good,42,Good,0,Good,31,Good,Turkey
Mexico,Victor Rosales,40,Good,1,Good,27,Good,0,Good,40,Good,Mexico
Malaysia,Sungai Petani,150,Unhealthy,3,Good,23,Good,10,Good,150,Unhealthy,Malaysia
Hungary,Szentendre,63,Moderate,1,Good,63,Moderate,0,Good,57,Moderate,Hungary
Iran (Islamic Republic of),Tabas,115,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,115,Unhealthy for Sensitive Groups,Iran (Islamic Republic of)
Thailand,Tak Bai,72,Moderate,2,Good,27,Good,3,Good,72,Moderate,Thailand
Japan,Takahata,80,Moderate,3,Good,2,Good,21,Good,80,Moderate,Japan
